"tower_id","city","mode_operator","distinct_operator_count","mode_state","distinct_state_count","mode_network_type","distinct_network_type_count","total_observations","avg_uptime_percentage","total_downtime_minutes","total_outage_count","total_users_affected","impactful_outage_observations","repeat_outage_indicator"
"ABA-1564","Aba","9mobile","3","Anambra","3","2G","3","3","94.88","221.19","4","242","1",0
"ABA-1565","Aba","Glo","1","Bauchi","1","4G","1","1","90.38","138.53","4","448","1",0
"ABA-1567","Aba","9mobile","1","Akwa Ibom","1","4G","1","1","91.10","128.16","1","190","1",0
"ABA-1575","Aba","9mobile","2","Bayelsa","2","3G","2","2","94.77","150.62","5","237","1",0
"ABA-1576","Aba","Airtel","1","Kaduna","1","3G","1","1","99.49","7.34","0","0","0",0
"ABA-1577","Aba","MTN","1","Ondo","1","4G","1","1","88.96","158.98","3","206","1",0
"ABA-1578","Aba","9mobile","1","FCT","1","4G","1","1","85.52","208.51","0","473","1",0
"ABA-1580","Aba","MTN","1","Zamfara","1","4G","1","1","93.83","88.85","4","57","1",0
"ABA-1581","Aba","9mobile","1","Bayelsa","1","4G","1","1","87.49","180.14","0","103","1",0
"ABA-1584","Aba","9mobile","1","Katsina","1","4G","1","1","99.10","12.96","0","0","0",0
"ABA-1591","Aba","9mobile","1","Plateau","1","4G","1","1","90.24","140.54","1","412","1",0
"ABA-1593","Aba","Glo","1","Benue","1","3G","1","1","91.34","124.70","0","209","1",0
"ABA-1594","Aba","Airtel","1","Kano","1","3G","1","1","93.93","87.41","0","127","1",0
"ABA-1596","Aba","Glo","2","Cross River","3","4G","2","3","91.97","346.89","7","466","2",1
"ABA-1597","Aba","Airtel","1","Benue","1","4G","1","1","99.99","0.14","0","0","0",0
"ABA-1602","Aba","MTN","1","Niger","1","4G","1","1","95.18","69.41","1","0","0",0
"ABA-1603","Aba","9mobile","2","Abia","3","4G","2","3","93.96","260.78","2","224","2",1
"ABA-1604","Aba","9mobile","1","Cross River","1","3G","1","1","89.76","147.46","3","477","1",0
"ABA-1606","Aba","MTN","1","Ekiti","1","4G","1","1","88.71","162.58","4","443","1",0
"ABA-1609","Aba","9mobile","3","Ebonyi","3","4G","2","3","90.79","397.73","5","658","2",1
"ABA-1611","Aba","MTN","1","Bayelsa","2","3G","1","2","91.54","243.65","6","80","1",0
"ABA-1612","Aba","Glo","1","Kebbi","1","4G","1","1","89.21","155.38","0","157","1",0
"ABA-1613","Aba","MTN","1","Edo","1","4G","1","1","86.47","194.83","2","70","1",0
"ABA-1614","Aba","9mobile","1","Rivers","1","4G","1","1","90.77","132.91","2","466","1",0
"ABA-1616","Aba","MTN","1","Nasarawa","1","2G","1","1","92.93","101.81","5","491","1",0
"ABA-1617","Aba","Airtel","1","Rivers","1","4G","1","1","87.61","178.42","0","260","1",0
"ABA-1619","Aba","9mobile","1","Cross River","1","3G","1","1","87.25","183.60","1","58","1",0
"ABA-1620","Aba","9mobile","1","Plateau","1","4G","1","1","94.45","79.92","0","161","1",0
"ABA-1621","Aba","Glo","1","Niger","1","4G","1","1","90.00","144.00","0","252","1",0
"ABA-1622","Aba","MTN","1","Gombe","1","4G","1","1","97.45","36.72","0","0","0",0
"ABA-1624","Aba","MTN","1","Kaduna","1","3G","1","1","88.20","169.92","1","243","1",0
"ABA-1625","Aba","Glo","1","Ekiti","1","4G","1","1","88.75","162.00","4","69","1",0
"ABA-1626","Aba","Glo","2","Borno","2","4G","1","2","93.81","178.27","4","533","2",1
"ABA-1627","Aba","Airtel","2","Akwa Ibom","3","4G","2","3","90.17","424.65","12","1286","3",1
"ABA-1629","Aba","Airtel","1","Akwa Ibom","1","4G","1","1","90.96","130.18","3","204","1",0
"ABA-1631","Aba","Glo","2","Akwa Ibom","3","4G","2","3","90.41","414.44","6","765","3",1
"ABA-1632","Aba","9mobile","1","Plateau","1","4G","1","1","94.10","84.96","4","349","1",0
"ABA-1635","Aba","Airtel","1","Bauchi","1","4G","1","1","98.38","23.33","5","0","0",0
"ABA-1636","Aba","Glo","1","Lagos","1","3G","1","1","91.39","123.98","2","258","1",0
"ABA-1639","Aba","Airtel","1","FCT","1","4G","1","1","85.56","207.94","1","340","1",0
"ABA-1640","Aba","Glo","1","Kano","1","3G","1","1","93.24","97.34","3","89","1",0
"ABA-1641","Aba","9mobile","2","Bauchi","2","2G","2","2","91.94","232.13","7","366","1",0
"ABA-1643","Aba","MTN","1","Adamawa","2","3G","2","2","93.68","182.02","4","148","1",0
"ABA-1644","Aba","9mobile","1","Plateau","1","5G","1","1","97.54","35.42","0","0","0",0
"ABA-1645","Aba","Airtel","1","Abia","1","4G","1","1","86.35","196.56","1","161","1",0
"ABA-1646","Aba","9mobile","1","FCT","1","4G","1","1","96.40","51.84","1","0","0",0
"ABA-1648","Aba","Glo","1","Cross River","1","3G","1","1","86.76","190.66","4","354","1",0
"ABA-1652","Aba","MTN","1","Ekiti","1","4G","1","1","94.50","79.20","3","191","1",0
"ABA-1653","Aba","Glo","1","Bayelsa","2","3G","2","2","90.23","281.52","9","338","2",1
"ABA-1654","Aba","Airtel","2","FCT","2","2G","2","2","90.62","270.14","5","356","1",0
"ABA-1655","Aba","9mobile","1","Abia","1","4G","1","1","85.68","206.21","4","226","1",0
"ABA-1656","Aba","9mobile","2","Gombe","2","3G","1","2","89.43","304.42","4","172","2",1
"ABA-1657","Aba","Airtel","1","Bauchi","2","3G","2","2","94.23","166.32","4","721","2",1
"ABA-1660","Aba","Glo","2","Imo","2","3G","2","2","92.07","228.53","8","652","2",1
"ABA-1661","Aba","9mobile","1","Edo","1","3G","1","1","86.07","200.59","0","434","1",0
"ABA-1664","Aba","Airtel","1","Benue","1","4G","1","1","97.25","39.60","0","0","0",0
"ABA-1665","Aba","9mobile","1","Zamfara","1","4G","1","1","90.36","138.82","3","343","1",0
"ABA-1667","Aba","9mobile","1","Adamawa","1","5G","1","1","89.29","154.22","5","108","1",0
"ABA-1669","Aba","Glo","1","Zamfara","1","4G","1","1","99.63","5.33","0","0","0",0
"ABA-1670","Aba","9mobile","1","Cross River","1","4G","1","1","90.54","136.22","0","359","1",0
"ABA-1671","Aba","Airtel","1","Yobe","1","3G","1","1","90.63","134.93","0","137","1",0
"ABA-1673","Aba","MTN","1","Ondo","1","4G","1","1","95.94","58.46","2","0","0",0
"ABA-1674","Aba","Glo","1","Kano","1","4G","1","1","94.45","79.92","5","430","1",0
"ABA-1675","Aba","Airtel","1","Bauchi","1","4G","1","1","93.57","92.59","0","267","1",0
"ABA-1680","Aba","9mobile","2","Cross River","2","3G","2","2","92.00","230.55","7","500","1",0
"ABA-1681","Aba","Airtel","1","Anambra","1","3G","1","1","85.82","204.19","5","404","1",0
"ABA-1682","Aba","MTN","1","Cross River","1","3G","1","1","86.30","197.28","2","268","1",0
"ABA-1687","Aba","Glo","1","Niger","1","3G","1","1","90.26","140.26","1","89","1",0
"ABA-1690","Aba","Glo","1","Yobe","1","4G","1","1","90.79","132.62","4","119","1",0
"ABA-1692","Aba","MTN","1","Cross River","1","4G","1","1","87.07","186.19","5","456","1",0
"ABA-1695","Aba","Airtel","2","Imo","2","4G","1","2","92.10","227.67","1","217","2",1
"ABA-1698","Aba","Airtel","2","Bayelsa","2","3G","2","2","96.23","108.72","6","375","1",0
"ABA-1702","Aba","Glo","2","Akwa Ibom","2","4G","1","2","89.23","310.32","6","731","2",1
"ABA-1705","Aba","Glo","1","Kebbi","1","4G","1","1","99.94","0.86","0","0","0",0
"ABA-1706","Aba","9mobile","3","Plateau","3","4G","2","3","91.10","384.48","7","1161","3",1
"ABA-1707","Aba","Airtel","1","Bayelsa","1","4G","1","1","85.57","207.79","5","364","1",0
"ABA-1709","Aba","Glo","1","Kano","1","4G","1","1","89.19","155.66","4","119","1",0
"ABA-1714","Aba","Airtel","1","Kwara","1","4G","1","1","98.62","19.87","0","0","0",0
"ABA-1719","Aba","9mobile","2","Kebbi","2","3G","2","2","90.32","278.93","6","192","2",1
"ABA-1720","Aba","9mobile","1","Jigawa","1","4G","1","1","99.26","10.66","0","0","0",0
"ABA-1721","Aba","Airtel","1","Imo","1","2G","1","1","85.05","215.28","3","390","1",0
"ABA-1722","Aba","Glo","1","Abia","1","4G","1","1","90.60","135.36","4","202","1",0
"ABA-1724","Aba","MTN","1","Kaduna","1","4G","1","1","98.87","16.27","0","0","0",0
"ABA-1725","Aba","9mobile","1","Kano","1","4G","1","1","88.42","166.75","1","78","1",0
"ABA-1726","Aba","MTN","1","Nasarawa","1","3G","1","1","92.57","106.99","3","183","1",0
"ABA-1730","Aba","Glo","1","FCT","1","4G","1","1","93.28","96.77","2","189","1",0
"ABA-1733","Aba","Airtel","1","Niger","1","4G","1","1","96.45","51.12","5","0","0",0
"ABA-1737","Aba","MTN","1","Yobe","1","4G","1","1","90.04","143.42","3","451","1",0
"ABA-1741","Aba","MTN","1","Zamfara","1","3G","1","1","89.84","146.30","5","140","1",0
"ABA-1742","Aba","Airtel","1","Delta","1","4G","1","1","88.28","168.77","5","357","1",0
"ABA-1745","Aba","Glo","1","Kogi","1","5G","1","1","93.31","96.34","4","419","1",0
"ABA-1746","Aba","MTN","1","Kano","1","4G","1","1","87.95","173.52","2","205","1",0
"ABA-1747","Aba","9mobile","1","Nasarawa","1","4G","1","1","88.44","166.46","1","298","1",0
"ABA-1748","Aba","9mobile","2","Kaduna","1","4G","1","2","95.01","143.71","4","190","1",0
"ABA-1749","Aba","MTN","1","Nasarawa","1","3G","1","1","88.36","167.62","4","96","1",0
"ABA-1752","Aba","Airtel","1","Plateau","1","3G","1","1","97.99","28.94","1","0","0",0
"ABA-1753","Aba","9mobile","1","Gombe","1","4G","1","1","94.87","73.87","3","326","1",0
"ABA-1754","Aba","9mobile","1","Borno","1","4G","1","1","89.41","152.50","3","166","1",0
"ABA-1755","Aba","Airtel","1","Osun","1","4G","1","1","91.36","124.42","3","398","1",0
"ABA-1756","Aba","9mobile","2","Ekiti","2","3G","2","2","97.49","72.29","7","0","0",0
"ABA-1759","Aba","9mobile","2","Abia","2","3G","2","2","91.90","233.28","2","547","2",1
"ABA-1760","Aba","Glo","1","Zamfara","1","2G","1","1","99.35","9.36","0","0","0",0
"ABA-1762","Aba","Airtel","1","Imo","1","4G","1","1","88.71","162.58","3","467","1",0
"ABA-1764","Aba","9mobile","2","Jigawa","1","2G","2","2","91.69","239.47","3","409","1",0
"ABA-1765","Aba","Glo","1","Kaduna","1","4G","1","1","89.75","147.60","4","307","1",0
"ABA-1766","Aba","Airtel","1","Lagos","1","4G","1","1","94.86","74.02","4","424","1",0
"ABA-1767","Aba","Glo","1","Anambra","1","3G","1","1","98.17","26.35","5","0","0",0
"ABA-1770","Aba","9mobile","1","Kano","1","4G","1","1","94.96","72.58","0","58","1",0
"ABA-1771","Aba","Airtel","1","Jigawa","1","4G","1","1","86.99","187.34","5","250","1",0
"ABA-1774","Aba","Airtel","1","Enugu","1","3G","1","1","89.10","156.96","2","156","1",0
"ABA-1777","Aba","Glo","1","Akwa Ibom","1","3G","1","1","86.57","193.39","0","282","1",0
"ABA-1778","Aba","Airtel","2","Akwa Ibom","2","3G","2","2","92.06","228.67","8","289","1",0
"ABA-1779","Aba","MTN","1","Plateau","1","4G","1","1","87.87","174.67","4","437","1",0
"ABA-1782","Aba","Airtel","2","Anambra","2","4G","1","2","92.91","204.34","4","490","1",0
"ABA-1786","Aba","9mobile","1","Nasarawa","1","4G","1","1","94.07","85.39","5","167","1",0
"ABA-1789","Aba","MTN","1","Kaduna","1","4G","1","1","96.73","47.09","5","0","0",0
"ABA-1793","Aba","Glo","1","Kano","2","3G","2","2","91.61","241.78","1","445","2",1
"ABA-1794","Aba","MTN","1","Sokoto","1","3G","1","1","99.56","6.34","0","0","0",0
"ABA-1795","Aba","Airtel","2","Anambra","2","3G","2","2","96.06","113.61","9","0","0",0
"ABA-1796","Aba","Airtel","1","Kogi","2","4G","1","2","98.45","44.79","5","0","0",0
"ABA-1797","Aba","Glo","1","Abia","1","4G","1","1","98.97","14.83","3","0","0",0
"ABA-1800","Aba","Airtel","1","Anambra","1","4G","1","1","88.30","168.48","0","237","1",0
"ABA-1802","Aba","9mobile","1","Lagos","1","4G","1","1","87.26","183.46","4","150","1",0
"ABA-1805","Aba","Airtel","2","Borno","2","4G","2","2","94.04","171.79","6","273","1",0
"ABA-1806","Aba","Glo","1","Benue","1","2G","1","1","88.24","169.34","0","267","1",0
"ABA-1808","Aba","9mobile","2","Abia","2","3G","2","2","95.95","116.79","2","253","1",0
"ABA-1809","Aba","9mobile","2","Benue","2","4G","1","2","92.29","222.05","6","362","1",0
"ABA-1810","Aba","Glo","1","Katsina","1","4G","1","1","96.43","51.41","1","0","0",0
"ABA-1811","Aba","Glo","1","Niger","1","4G","1","1","85.71","205.78","1","97","1",0
"ABA-1812","Aba","Glo","1","Zamfara","1","4G","1","1","86.36","196.42","0","329","1",0
"ABA-1814","Aba","Airtel","1","Edo","1","4G","1","1","89.24","154.94","1","383","1",0
"ABA-1816","Aba","Airtel","1","Katsina","1","3G","1","1","94.85","74.16","4","191","1",0
"ABA-1818","Aba","Glo","1","Niger","1","3G","1","1","93.76","89.86","4","411","1",0
"ABA-1819","Aba","9mobile","2","Taraba","2","3G","2","2","96.20","109.58","2","327","1",0
"ABA-1820","Aba","9mobile","2","Kano","2","2G","2","2","95.49","129.89","8","187","1",0
"ABA-1821","Aba","9mobile","2","Benue","2","4G","1","2","94.51","158.11","6","439","1",0
"ABA-1822","Aba","MTN","1","Gombe","1","4G","1","1","93.95","87.12","4","355","1",0
"ABA-1823","Aba","9mobile","2","Delta","2","4G","1","2","85.66","412.99","7","743","2",1
"ABA-1824","Aba","9mobile","2","Enugu","3","4G","2","3","90.36","416.45","12","728","3",1
"ABA-1827","Aba","Glo","1","Kaduna","1","4G","1","1","94.38","80.93","5","492","1",0
"ABA-1830","Aba","9mobile","1","Nasarawa","1","3G","1","1","90.79","132.62","0","72","1",0
"ABA-1831","Aba","Airtel","1","Kwara","1","3G","1","1","87.67","177.55","1","332","1",0
"ABA-1834","Aba","Airtel","2","Bayelsa","2","2G","2","2","88.68","326.01","3","875","2",1
"ABA-1836","Aba","Airtel","1","Cross River","1","4G","1","1","89.53","150.77","4","168","1",0
"ABA-1838","Aba","Glo","2","Akwa Ibom","2","2G","2","2","96.18","110.16","8","334","1",0
"ABA-1839","Aba","Glo","1","Lagos","1","4G","1","1","95.23","68.69","1","0","0",0
"ABA-1840","Aba","Glo","1","Taraba","1","4G","1","1","87.23","183.89","4","376","1",0
"ABA-1841","Aba","Glo","2","Benue","4","4G","1","4","95.40","264.95","8","335","2",1
"ABA-1843","Aba","9mobile","1","Imo","1","3G","1","1","90.25","140.40","3","309","1",0
"ABA-1844","Aba","Glo","1","Cross River","1","4G","1","1","97.98","29.09","2","0","0",0
"ABA-1847","Aba","Airtel","1","Nasarawa","1","4G","1","1","86.30","197.28","2","177","1",0
"ABA-1849","Aba","Airtel","2","Imo","2","4G","1","2","94.99","144.28","9","202","1",0
"ABA-1850","Aba","Airtel","1","Anambra","1","4G","1","1","95.74","61.34","0","0","0",0
"ABA-1851","Aba","Glo","1","Kano","1","2G","1","1","87.53","179.57","4","500","1",0
"ABA-1854","Aba","Airtel","2","Abia","2","3G","2","2","94.70","152.64","4","52","1",0
"ABA-1855","Aba","9mobile","2","Kebbi","2","4G","1","2","98.69","37.73","5","0","0",0
"ABA-1856","Aba","Airtel","2","Kaduna","2","4G","1","2","92.24","223.63","8","663","2",1
"ABA-1857","Aba","MTN","1","FCT","1","3G","1","1","86.39","195.98","1","227","1",0
"ABA-1860","Aba","9mobile","2","Gombe","2","4G","1","2","87.62","356.55","1","371","2",1
"ABA-1861","Aba","Airtel","1","Plateau","1","4G","1","1","99.62","5.47","0","0","0",0
"ABA-1863","Aba","Airtel","1","Akwa Ibom","2","4G","2","2","97.05","84.96","5","317","1",0
"ABA-1864","Aba","9mobile","2","Bauchi","2","3G","1","2","91.52","244.36","10","800","2",1
"ABA-1867","Aba","Glo","1","Abia","1","3G","1","1","95.71","61.78","3","0","0",0
"ABA-1868","Aba","Glo","3","Kogi","4","3G","2","4","87.62","712.94","16","814","4",1
"ABA-1869","Aba","9mobile","3","Borno","3","4G","1","3","93.62","275.76","5","277","1",0
"ABA-1872","Aba","9mobile","1","Kaduna","1","4G","1","1","89.71","148.18","4","416","1",0
"ABA-1875","Aba","Glo","1","Taraba","1","4G","1","1","89.66","148.90","2","459","1",0
"ABA-1878","Aba","9mobile","1","Akwa Ibom","1","4G","1","1","95.29","67.82","1","0","0",0
"ABA-1880","Aba","Glo","1","Enugu","1","3G","1","1","98.26","25.06","1","0","0",0
"ABA-1882","Aba","9mobile","1","Bauchi","1","3G","1","1","89.19","155.66","4","80","1",0
"ABA-1887","Aba","MTN","1","Benue","1","3G","1","1","90.78","132.77","5","106","1",0
"ABA-1888","Aba","MTN","2","Zamfara","2","3G","2","3","94.43","240.48","14","249","2",1
"ABA-1890","Aba","Airtel","1","Ekiti","1","3G","1","1","99.02","14.11","0","0","0",0
"ABA-1891","Aba","Glo","1","Bayelsa","1","4G","1","1","95.11","70.42","4","0","0",0
"ABA-1897","Aba","Glo","2","Imo","2","2G","2","2","87.57","357.98","9","641","2",1
"ABA-1899","Aba","Airtel","1","Imo","1","4G","1","1","85.38","210.53","1","460","1",0
"ABA-1901","Aba","Glo","1","Bauchi","1","4G","1","1","90.04","143.42","0","321","1",0
"ABA-1902","Aba","9mobile","2","FCT","2","3G","2","2","92.16","225.93","5","656","2",1
"ABA-1907","Aba","9mobile","1","Yobe","1","4G","1","1","98.76","17.86","2","0","0",0
"ABA-1908","Aba","9mobile","2","Kebbi","3","4G","2","3","92.06","343.15","10","288","2",1
"ABA-1909","Aba","9mobile","1","Ekiti","1","4G","1","1","85.75","205.20","2","409","1",0
"ABA-1910","Aba","MTN","1","Cross River","1","3G","1","1","98.42","22.75","1","0","0",0
"ABA-1911","Aba","MTN","1","Rivers","1","3G","1","1","90.66","134.50","4","165","1",0
"ABA-1913","Aba","Glo","1","FCT","1","4G","1","1","86.95","187.92","5","90","1",0
"ABA-1914","Aba","Airtel","2","Kwara","2","3G","2","2","89.35","306.87","4","577","2",1
"ABA-1915","Aba","9mobile","1","Akwa Ibom","1","4G","1","1","86.21","198.58","4","215","1",0
"ABA-1917","Aba","MTN","1","Enugu","1","2G","1","1","91.34","124.70","3","384","1",0
"ABA-1918","Aba","Airtel","2","Adamawa","2","3G","2","2","95.85","119.67","2","497","1",0
"ABA-1920","Aba","9mobile","1","Lagos","1","3G","1","1","95.29","67.82","1","0","0",0
"ABA-1923","Aba","9mobile","1","Bauchi","1","4G","1","1","90.55","136.08","3","84","1",0
"ABA-1925","Aba","9mobile","2","Delta","2","3G","2","2","94.20","167.04","7","150","1",0
"ABA-1926","Aba","Airtel","1","Kebbi","1","4G","1","1","87.90","174.24","0","71","1",0
"ABA-1928","Aba","Glo","1","Cross River","1","4G","1","1","87.22","184.03","0","91","1",0
"ABA-1929","Aba","9mobile","1","Akwa Ibom","2","4G","1","2","94.09","170.35","4","231","1",0
"ABA-1930","Aba","MTN","1","Plateau","1","4G","1","1","91.97","115.63","1","357","1",0
"ABA-1932","Aba","Airtel","1","Yobe","1","4G","1","1","88.58","164.45","2","447","1",0
"ABA-1934","Aba","Glo","1","Nasarawa","1","4G","1","1","85.37","210.67","1","368","1",0
"ABA-1936","Aba","MTN","1","Sokoto","1","3G","1","1","96.18","55.01","0","0","0",0
"ABA-1940","Aba","Glo","1","Adamawa","1","4G","1","1","95.76","61.06","1","0","0",0
"ABA-1944","Aba","9mobile","1","Oyo","1","4G","1","1","93.72","90.43","0","331","1",0
"ABA-1945","Aba","9mobile","2","Ekiti","1","3G","1","2","88.08","343.29","3","290","2",1
"ABA-1949","Aba","MTN","1","Akwa Ibom","1","4G","1","1","96.32","52.99","0","0","0",0
"ABA-1950","Aba","MTN","1","Katsina","1","4G","1","1","90.41","138.10","4","419","1",0
"ABA-1951","Aba","MTN","1","Sokoto","1","3G","1","1","91.93","116.21","1","288","1",0
"ABA-1953","Aba","Glo","2","Delta","2","3G","2","2","87.47","361.01","5","506","2",1
"ABA-1955","Aba","Glo","1","Kebbi","1","2G","1","1","86.56","193.54","3","461","1",0
"ABA-1958","Aba","MTN","1","Oyo","1","4G","1","1","88.74","162.14","2","484","1",0
"ABA-1959","Aba","Glo","1","Bayelsa","1","4G","1","1","98.53","21.17","5","0","0",0
"ABA-1961","Aba","MTN","1","Zamfara","1","4G","1","1","91.41","123.70","2","91","1",0
"ABA-1964","Aba","9mobile","1","Adamawa","1","4G","1","1","97.73","32.69","3","0","0",0
"ABA-1965","Aba","9mobile","2","Akwa Ibom","2","4G","1","2","88.90","319.83","4","492","2",1
"ABA-1966","Aba","Glo","1","Plateau","1","4G","1","1","88.18","170.21","5","370","1",0
"ABA-1967","Aba","9mobile","1","Osun","1","4G","1","1","96.68","47.81","3","0","0",0
"ABA-1968","Aba","Airtel","1","Abia","1","4G","1","1","86.44","195.26","0","61","1",0
"ABA-1970","Aba","9mobile","2","Abia","2","2G","2","2","91.80","236.31","8","275","2",1
"ABA-1974","Aba","Airtel","2","Akwa Ibom","2","4G","1","2","91.61","241.63","6","240","1",0
"ABA-1975","Aba","MTN","1","Kwara","1","4G","1","1","97.57","34.99","3","0","0",0
"ABA-1976","Aba","Glo","1","Lagos","1","4G","1","1","86.55","193.68","4","466","1",0
"ABA-1978","Aba","Airtel","1","Bauchi","2","4G","1","2","89.12","313.49","2","268","2",1
"ABA-1979","Aba","MTN","1","Jigawa","1","4G","1","1","87.33","182.45","1","472","1",0
"ABA-1983","Aba","9mobile","1","Jigawa","1","4G","1","1","90.50","136.80","2","221","1",0
"ABA-1984","Aba","Glo","2","Ebonyi","3","2G","3","3","96.99","129.89","0","99","1",0
"ABA-1985","Aba","Glo","4","Abia","5","4G","1","5","91.56","607.67","7","662","3",1
"ABA-1987","Aba","9mobile","2","Ekiti","2","2G","2","2","91.07","257.33","6","194","1",0
"ABA-1990","Aba","Glo","1","Ekiti","1","4G","1","1","89.34","153.50","0","204","1",0
"ABA-1991","Aba","Airtel","2","Bauchi","4","4G","2","4","91.74","476.07","4","449","2",1
"ABA-1992","Aba","9mobile","1","Ondo","1","3G","1","1","95.59","63.50","0","0","0",0
"ABA-1995","Aba","Glo","2","Anambra","2","3G","2","2","88.60","328.32","9","464","2",1
"ABA-1998","Aba","Airtel","2","Cross River","2","4G","1","2","90.18","282.96","4","702","2",1
"ABA-1999","Aba","MTN","1","Ondo","1","4G","1","1","86.89","188.78","5","231","1",0
"ABA-2006","Aba","Glo","1","Ondo","2","4G","1","2","88.20","339.84","4","652","2",1
"ABA-2009","Aba","Glo","1","Ekiti","1","4G","1","1","98.76","17.86","1","0","0",0
"ABA-2010","Aba","MTN","1","Katsina","1","2G","1","1","94.25","82.80","1","397","1",0
