tower_id,date,operator,city,state,uptime_percentage,downtime_minutes,outage_count,outage_reason,network_type,avg_users_affected
POR-7585,2025-09-07,9mobile,Port Harcourt,Nasarawa,94.03,85.97,0,weather,4G,357
ONI-4202,2025-10-01,MTN,Onitsha,Kwara,92.35,110.16,4,equipment_fault,4G,485
KAD-1332,2025-09-27,9mobile,Kaduna,Jigawa,98.66,19.3,1,,4G,0
ENU-5040,2025-09-13,9mobile,Enugu,Ebonyi,99.47,7.63,0,,4G,0
ILO-6773,2025-09-11,Glo,Ilorin,Akwa Ibom,88.01,172.66,0,power_failure,4G,148
IBA-7701,2025-09-26,Glo,Ibadan,Taraba,97.82,31.39,2,,4G,0
ILO-8960,2025-09-02,MTN,Ilorin,Taraba,98.94,15.26,0,,4G,0
JOS-1364,2025-09-11,MTN,Jos,Gombe,95.81,60.34,3,,2G,0
CAL-7416,2025-09-27,9mobile,Calabar,Benue,85.54,208.22,5,power_failure,3G,499
ABU-4677,2025-09-11,MTN,Abuja,Cross River,86.81,189.94,2,equipment_fault,4G,99
CAL-9670,2025-09-23,MTN,Calabar,Enugu,90.69,134.06,1,equipment_fault,4G,278
ABE-8673,2025-09-23,MTN,Abeokuta,Kogi,87.06,186.34,1,power_failure,4G,328
WAR-3806,2025-09-22,Airtel,Warri,Osun,85.21,212.98,5,fiber_cut,4G,192
POR-9002,2025-09-03,Glo,Port Harcourt,Benue,95.12,70.27,5,,4G,0
ABA-1208,2025-09-21,Glo,Aba,Akwa Ibom,86.05,200.88,3,equipment_fault,4G,303
ABU-3453,2025-09-24,9mobile,Abuja,Bauchi,92.58,106.85,5,power_failure,4G,490
ABU-6042,2025-09-04,Glo,Abuja,Kano,98.24,25.34,2,,4G,0
ABA-1627,2025-09-12,9mobile,Aba,Imo,88.14,170.78,2,weather,4G,459
ABE-2562,2025-09-23,9mobile,Abeokuta,Nasarawa,93.86,88.42,2,power_failure,4G,75
LAG-5841,2025-09-18,9mobile,Lagos,Kogi,93.03,100.37,5,power_failure,3G,351
KAD-2318,2025-09-03,Airtel,Kaduna,Kaduna,96.7,47.52,0,,4G,0
JOS-4663,2025-09-12,9mobile,Jos,Rivers,87.68,177.41,1,equipment_fault,4G,245
IBA-6082,2025-09-11,Glo,Ibadan,Sokoto,97.15,41.04,1,,2G,0
ABA-5362,2025-09-07,MTN,Aba,Jigawa,93.8,89.28,0,equipment_fault,4G,54
ABA-3422,2025-09-16,Airtel,Aba,Niger,88.9,159.84,1,maintenance,3G,245
LAG-4694,2025-09-08,Glo,Lagos,Cross River,99.35,9.36,0,,4G,0
WAR-8063,2025-09-12,Airtel,Warri,Enugu,88.27,168.91,3,power_failure,4G,247
ENU-3053,2025-09-11,Airtel,Enugu,Benue,90.73,133.49,2,power_failure,4G,310
BEN-1897,2025-09-22,Glo,Benin City,Bayelsa,88.39,167.18,2,power_failure,3G,387
ILO-4917,2025-09-03,Glo,Ilorin,Adamawa,98.32,24.19,5,,5G,0
POR-6568,2025-09-21,MTN,Port Harcourt,Katsina,85.52,208.51,4,equipment_fault,4G,92
WAR-9432,2025-09-23,Airtel,Warri,Edo,95.41,66.1,3,,3G,0
JOS-5187,2025-09-03,9mobile,Jos,Kogi,91.1,128.16,0,equipment_fault,3G,238
KAN-1295,2025-09-27,9mobile,Kano,Adamawa,94.99,72.14,3,maintenance,5G,364
LAG-3802,2025-09-06,9mobile,Lagos,Adamawa,93.45,94.32,3,power_failure,4G,291
ABA-9273,2025-09-04,Airtel,Aba,Kano,96.41,51.7,5,,4G,0
LAG-4907,2025-09-13,Glo,Lagos,Bayelsa,90.97,130.03,5,equipment_fault,4G,421
JOS-5803,2025-09-07,9mobile,Jos,Rivers,98.46,22.18,4,,4G,0
ONI-6325,2025-09-27,9mobile,Onitsha,Gombe,85.01,215.86,3,equipment_fault,4G,366
POR-8384,2025-09-13,Glo,Port Harcourt,Edo,91.97,115.63,5,power_failure,3G,223
IBA-7661,2025-09-19,9mobile,Ibadan,Kano,93.77,89.71,1,equipment_fault,4G,150
ABU-2297,2025-09-26,Glo,Abuja,Katsina,95.32,67.39,3,,4G,0
JOS-8063,2025-09-03,MTN,Jos,Ogun,98.2,25.92,4,,3G,0
WAR-6784,2025-09-19,Airtel,Warri,Akwa Ibom,88.06,171.94,4,weather,4G,233
BEN-1989,2025-09-24,Airtel,Benin City,Ogun,93.26,97.06,1,equipment_fault,4G,487
BEN-7813,2025-09-19,9mobile,Benin City,Enugu,85.0,216.0,2,equipment_fault,3G,425
ONI-3013,2025-09-09,Airtel,Onitsha,Yobe,98.85,16.56,3,,5G,0
ABU-5256,2025-09-22,MTN,Abuja,Osun,95.8,60.48,1,,4G,0
IBA-7565,2025-09-28,Glo,Ibadan,Osun,97.67,33.55,2,,4G,0
ENU-7051,2025-09-28,MTN,Enugu,Rivers,93.95,87.12,3,weather,4G,159
ENU-1899,2025-09-08,MTN,Enugu,Lagos,87.27,183.31,1,power_failure,4G,298
ENU-8770,2025-09-18,MTN,Enugu,Edo,85.26,212.26,5,power_failure,4G,338
POR-3904,2025-09-12,MTN,Port Harcourt,Bauchi,89.34,153.5,4,power_failure,3G,454
ONI-7762,2025-09-23,Glo,Onitsha,Enugu,98.41,22.9,4,,3G,0
ABU-8737,2025-09-01,9mobile,Abuja,Katsina,95.71,61.78,0,,4G,0
CAL-9485,2025-09-30,MTN,Calabar,Ekiti,94.87,73.87,1,maintenance,4G,224
KAN-2967,2025-09-24,Glo,Kano,Oyo,96.9,44.64,3,,3G,0
ABU-6533,2025-09-25,MTN,Abuja,Nasarawa,98.63,19.73,1,,4G,0
LAG-7560,2025-09-05,Glo,Lagos,Plateau,92.72,104.83,2,power_failure,4G,299
KAN-2402,2025-09-18,Airtel,Kano,Lagos,96.62,48.67,2,,2G,0
ABA-9582,2025-09-07,9mobile,Aba,Anambra,89.57,150.19,3,equipment_fault,4G,92
ENU-2472,2025-09-22,MTN,Enugu,Oyo,96.44,51.26,5,,4G,0
ILO-1285,2025-09-29,Glo,Ilorin,Lagos,89.93,145.01,2,power_failure,4G,371
ABA-7772,2025-09-28,Airtel,Aba,Edo,93.1,99.36,2,weather,4G,187
ONI-8497,2025-09-03,Airtel,Onitsha,Adamawa,94.09,85.1,4,fiber_cut,3G,131
ABA-7120,2025-09-28,9mobile,Aba,Ebonyi,86.43,195.41,1,fiber_cut,4G,349
IBA-8464,2025-09-16,MTN,Ibadan,Katsina,90.83,132.05,1,power_failure,4G,169
POR-5015,2025-09-01,Glo,Port Harcourt,Osun,95.56,63.94,4,,3G,0
KAD-4423,2025-09-17,MTN,Kaduna,Abia,93.71,90.58,4,power_failure,2G,53
ENU-8568,2025-09-02,9mobile,Enugu,Kogi,92.65,105.84,0,power_failure,4G,454
ABU-2972,2025-09-19,MTN,Abuja,Delta,88.47,166.03,2,power_failure,4G,245
KAD-1184,2025-09-17,Glo,Kaduna,Delta,98.14,26.78,0,,4G,0
BEN-5675,2025-09-14,Airtel,Benin City,Imo,94.88,73.73,2,equipment_fault,4G,80
WAR-2719,2025-09-30,Airtel,Warri,Bauchi,90.56,135.94,5,power_failure,4G,389
ABU-6509,2025-09-06,9mobile,Abuja,Kebbi,91.75,118.8,4,weather,3G,168
ONI-6665,2025-09-22,9mobile,Onitsha,Abia,90.0,144.0,1,maintenance,4G,88
ABU-7435,2025-09-07,9mobile,Abuja,Zamfara,85.5,208.8,0,equipment_fault,4G,334
LAG-9924,2025-09-18,Airtel,Lagos,Kogi,87.26,183.46,2,equipment_fault,4G,399
ILO-2694,2025-09-16,9mobile,Ilorin,Niger,98.12,27.07,1,,5G,0
ABU-1660,2025-09-24,Airtel,Abuja,Ekiti,85.3,211.68,3,power_failure,4G,110
WAR-3033,2025-09-14,Airtel,Warri,Ebonyi,88.14,170.78,0,power_failure,5G,59
KAD-4180,2025-09-23,Glo,Kaduna,Osun,88.23,169.49,0,power_failure,3G,269
KAD-8872,2025-09-10,Airtel,Kaduna,Rivers,87.77,176.11,1,equipment_fault,4G,130
CAL-7100,2025-09-13,9mobile,Calabar,Cross River,86.59,193.1,4,power_failure,4G,189
CAL-2174,2025-09-19,Glo,Calabar,Lagos,91.49,122.54,2,power_failure,3G,458
ABE-6086,2025-09-02,MTN,Abeokuta,Zamfara,91.99,115.34,3,maintenance,4G,67
LAG-3637,2025-09-24,Airtel,Lagos,Oyo,95.12,70.27,5,,4G,0
LAG-3056,2025-09-10,9mobile,Lagos,Edo,90.46,137.38,4,weather,4G,487
ENU-3375,2025-09-02,9mobile,Enugu,Taraba,93.8,89.28,5,equipment_fault,2G,406
IBA-7330,2025-09-05,Airtel,Ibadan,Osun,85.95,202.32,0,equipment_fault,4G,169
ILO-8254,2025-09-06,Airtel,Ilorin,Kogi,88.93,159.41,0,power_failure,4G,115
WAR-5583,2025-10-01,MTN,Warri,Rivers,90.12,142.27,3,maintenance,4G,102
ONI-9029,2025-10-01,Airtel,Onitsha,Benue,91.38,124.13,1,maintenance,5G,197
KAD-1818,2025-09-04,Airtel,Kaduna,Kaduna,97.76,32.26,3,,4G,0
ONI-4350,2025-09-30,9mobile,Onitsha,Jigawa,99.79,3.02,0,,4G,0
ABA-3873,2025-09-11,9mobile,Aba,Kogi,91.86,117.22,4,maintenance,4G,111
ABE-9388,2025-10-01,Glo,Abeokuta,Cross River,89.64,149.18,0,power_failure,4G,109
IBA-5582,2025-09-28,9mobile,Ibadan,Katsina,91.53,121.97,5,weather,4G,281
JOS-6567,2025-09-19,Glo,Jos,Ogun,85.6,207.36,1,equipment_fault,2G,428
ABU-8339,2025-09-26,Airtel,Abuja,Ekiti,93.83,88.85,4,equipment_fault,4G,411
JOS-2091,2025-09-25,Airtel,Jos,Imo,97.64,33.98,4,,4G,0
POR-6039,2025-09-25,9mobile,Port Harcourt,Akwa Ibom,90.89,131.18,4,equipment_fault,4G,433
ABU-3820,2025-09-19,9mobile,Abuja,Rivers,97.62,34.27,1,,4G,0
ABA-9285,2025-09-04,Glo,Aba,Kogi,97.76,32.26,4,,4G,0
ENU-9531,2025-09-24,MTN,Enugu,Jigawa,96.41,51.7,4,,4G,0
JOS-2787,2025-09-09,MTN,Jos,Kebbi,97.98,29.09,5,,4G,0
ABA-7601,2025-09-30,9mobile,Aba,Anambra,85.78,204.77,5,maintenance,4G,291
BEN-2130,2025-09-05,9mobile,Benin City,Abia,98.73,18.29,0,,3G,0
CAL-8732,2025-09-14,Airtel,Calabar,Kaduna,95.98,57.89,5,,4G,0
KAD-7467,2025-09-15,9mobile,Kaduna,Kaduna,89.35,153.36,3,power_failure,4G,375
ENU-7140,2025-09-02,9mobile,Enugu,Kwara,91.96,115.78,5,equipment_fault,3G,410
ABU-1110,2025-09-14,Airtel,Abuja,Zamfara,93.71,90.58,1,weather,3G,392
POR-3584,2025-09-11,Glo,Port Harcourt,Osun,86.93,188.21,0,equipment_fault,4G,297
ABE-4368,2025-09-28,Airtel,Abeokuta,Zamfara,90.12,142.27,0,power_failure,5G,494
ABE-4475,2025-09-03,9mobile,Abeokuta,Imo,93.81,89.14,2,power_failure,4G,199
KAN-7616,2025-09-06,MTN,Kano,Akwa Ibom,92.4,109.44,5,weather,4G,365
ABE-5428,2025-09-21,Airtel,Abeokuta,Ondo,91.72,119.23,1,power_failure,3G,305
BEN-9783,2025-09-14,Airtel,Benin City,Plateau,93.36,95.62,0,fiber_cut,4G,207
CAL-6560,2025-09-12,MTN,Calabar,Kogi,88.54,165.02,5,power_failure,2G,70
WAR-6586,2025-09-02,MTN,Warri,Borno,95.0,72.0,0,,3G,0
ABA-8702,2025-09-05,9mobile,Aba,Yobe,96.76,46.66,3,,3G,0
WAR-4011,2025-09-04,9mobile,Warri,Nasarawa,92.21,112.18,1,weather,4G,307
KAD-4451,2025-09-28,MTN,Kaduna,Bayelsa,94.45,79.92,3,power_failure,4G,79
ABU-2892,2025-09-30,9mobile,Abuja,Ekiti,94.51,79.06,2,fiber_cut,3G,283
ONI-3261,2025-09-26,9mobile,Onitsha,Nasarawa,96.87,45.07,0,,4G,0
POR-4715,2025-09-16,9mobile,Port Harcourt,Bauchi,89.38,152.93,4,power_failure,4G,243
CAL-3192,2025-09-16,MTN,Calabar,Ondo,95.38,66.53,1,,3G,0
ONI-3898,2025-09-23,Airtel,Onitsha,Ondo,95.91,58.9,1,,4G,0
JOS-4503,2025-09-17,9mobile,Jos,Jigawa,99.98,0.29,0,,5G,0
ABE-2246,2025-09-06,Glo,Abeokuta,Kano,98.86,16.42,4,,4G,0
ENU-8378,2025-09-07,Airtel,Enugu,Anambra,89.93,145.01,2,power_failure,4G,323
ABE-8431,2025-09-16,Airtel,Abeokuta,Ekiti,91.47,122.83,2,power_failure,4G,456
IBA-3780,2025-09-05,9mobile,Ibadan,Ogun,95.87,59.47,3,,2G,0
KAD-5844,2025-09-22,9mobile,Kaduna,Sokoto,88.61,164.02,5,power_failure,4G,451
ILO-4086,2025-09-16,Glo,Ilorin,Kwara,85.22,212.83,1,power_failure,3G,440
ENU-9979,2025-09-04,Airtel,Enugu,Imo,90.64,134.78,0,power_failure,4G,165
CAL-4759,2025-09-06,Glo,Calabar,Bauchi,99.92,1.15,0,,4G,0
ONI-1861,2025-09-07,Glo,Onitsha,Taraba,99.17,11.95,0,,4G,0
KAD-6736,2025-09-19,Glo,Kaduna,Niger,94.67,76.75,5,power_failure,2G,205
ILO-7422,2025-09-10,MTN,Ilorin,Anambra,89.59,149.9,2,fiber_cut,4G,52
JOS-9742,2025-09-25,Glo,Jos,Imo,86.91,188.5,3,power_failure,4G,263
ABU-6114,2025-09-02,MTN,Abuja,Borno,96.64,48.38,5,,3G,0
CAL-2243,2025-09-08,9mobile,Calabar,Edo,98.87,16.27,1,,4G,0
KAN-5284,2025-10-01,Airtel,Kano,Ondo,94.67,76.75,1,fiber_cut,3G,219
LAG-6208,2025-09-27,Airtel,Lagos,Ebonyi,94.04,85.82,3,power_failure,3G,154
IBA-2412,2025-09-05,MTN,Ibadan,Adamawa,93.34,95.9,5,power_failure,4G,348
ABA-6795,2025-09-07,MTN,Aba,Kaduna,85.78,204.77,2,maintenance,3G,493
ONI-7323,2025-09-19,Airtel,Onitsha,Taraba,85.52,208.51,1,power_failure,4G,396
CAL-7998,2025-09-17,MTN,Calabar,Gombe,85.65,206.64,3,equipment_fault,4G,138
ILO-1378,2025-09-29,9mobile,Ilorin,Anambra,89.71,148.18,1,maintenance,4G,290
ONI-7016,2025-09-29,Airtel,Onitsha,Osun,87.95,173.52,5,power_failure,4G,205
IBA-4974,2025-09-20,MTN,Ibadan,Bauchi,98.92,15.55,3,,3G,0
ILO-3121,2025-09-15,Airtel,Ilorin,Anambra,97.59,34.7,3,,3G,0
ONI-2184,2025-09-29,MTN,Onitsha,Delta,92.33,110.45,5,power_failure,5G,77
BEN-3767,2025-09-20,Airtel,Benin City,Adamawa,85.81,204.34,4,power_failure,4G,173
WAR-3845,2025-09-20,MTN,Warri,Kwara,94.3,82.08,3,weather,4G,153
ABE-1112,2025-09-21,Airtel,Abeokuta,Bayelsa,97.08,42.05,0,,4G,0
KAD-1272,2025-09-06,Airtel,Kaduna,Benue,96.99,43.34,4,,4G,0
KAD-8272,2025-09-27,MTN,Kaduna,Enugu,87.7,177.12,3,fiber_cut,4G,220
KAN-9797,2025-09-26,Airtel,Kano,Enugu,97.72,32.83,3,,4G,0
CAL-6713,2025-09-22,9mobile,Calabar,Kaduna,94.54,78.62,4,maintenance,3G,246
KAN-7557,2025-09-19,Glo,Kano,Benue,94.2,83.52,4,power_failure,4G,101
ONI-7220,2025-09-14,Glo,Onitsha,Kwara,95.85,59.76,3,,3G,0
JOS-7647,2025-09-25,Glo,Jos,Taraba,86.04,201.02,5,equipment_fault,3G,226
ILO-2454,2025-09-30,9mobile,Ilorin,Kogi,97.61,34.42,1,,2G,0
BEN-6542,2025-09-07,Glo,Benin City,Enugu,92.91,102.1,5,power_failure,4G,390
POR-8760,2025-09-15,Glo,Port Harcourt,Kaduna,86.14,199.58,2,power_failure,4G,409
ABU-7890,2025-09-05,Airtel,Abuja,Borno,89.59,149.9,1,power_failure,4G,498
ONI-6549,2025-09-04,Glo,Onitsha,Cross River,88.55,164.88,0,power_failure,4G,168
KAD-7334,2025-09-22,MTN,Kaduna,Adamawa,99.13,12.53,0,,4G,0
KAN-3858,2025-09-17,MTN,Kano,FCT,91.3,125.28,2,power_failure,2G,416
JOS-8879,2025-09-28,Airtel,Jos,Yobe,89.06,157.54,1,maintenance,3G,322
BEN-4432,2025-09-04,Airtel,Benin City,Bayelsa,86.78,190.37,4,equipment_fault,4G,374
KAD-4704,2025-09-16,MTN,Kaduna,Bauchi,92.6,106.56,4,equipment_fault,3G,306
ABA-1003,2025-09-06,MTN,Aba,Imo,95.49,64.94,3,,4G,0
ABU-9385,2025-09-26,Glo,Abuja,Kano,94.23,83.09,4,equipment_fault,4G,154
BEN-4085,2025-09-07,9mobile,Benin City,Kogi,91.15,127.44,2,weather,4G,256
BEN-5904,2025-09-27,MTN,Benin City,Kaduna,86.43,195.41,0,power_failure,3G,252
IBA-3139,2025-09-18,9mobile,Ibadan,FCT,88.58,164.45,3,weather,3G,91
KAD-8970,2025-09-16,9mobile,Kaduna,Anambra,98.16,26.5,4,,4G,0
ENU-3621,2025-09-07,Airtel,Enugu,Kaduna,87.06,186.34,4,equipment_fault,4G,185
ABA-8363,2025-09-17,MTN,Aba,Zamfara,89.11,156.82,1,maintenance,4G,155
KAD-6028,2025-09-15,Glo,Kaduna,Bayelsa,89.59,149.9,4,power_failure,4G,468
WAR-3988,2025-09-28,Airtel,Warri,Kebbi,95.16,69.7,4,,3G,0
BEN-8554,2025-09-07,Airtel,Benin City,Akwa Ibom,90.63,134.93,2,power_failure,4G,272
ONI-7588,2025-09-14,Glo,Onitsha,Ogun,88.9,159.84,5,equipment_fault,4G,322
KAD-3658,2025-09-30,9mobile,Kaduna,Delta,87.94,173.66,4,maintenance,2G,70
JOS-2035,2025-09-28,MTN,Jos,Bayelsa,94.03,85.97,5,power_failure,4G,376
ENU-3956,2025-09-26,Airtel,Enugu,Ekiti,85.07,214.99,4,power_failure,4G,311
IBA-9190,2025-09-30,Glo,Ibadan,Benue,98.78,17.57,2,,4G,0
CAL-7546,2025-09-23,Glo,Calabar,Borno,91.43,123.41,2,maintenance,4G,293
KAD-6926,2025-09-13,Airtel,Kaduna,Sokoto,90.36,138.82,2,weather,2G,473
KAN-1860,2025-09-11,Glo,Kano,Katsina,97.28,39.17,4,,4G,0
KAN-9301,2025-09-16,9mobile,Kano,Ogun,87.5,180.0,0,equipment_fault,4G,463
KAN-9904,2025-09-26,Glo,Kano,Bauchi,95.22,68.83,3,,5G,0
ONI-2887,2025-09-01,9mobile,Onitsha,Katsina,85.1,214.56,1,maintenance,4G,437
ABA-2080,2025-09-30,Airtel,Aba,Ekiti,91.07,128.59,1,maintenance,3G,82
WAR-1034,2025-09-23,Airtel,Warri,Borno,96.58,49.25,2,,4G,0
ABE-7772,2025-09-20,MTN,Abeokuta,Benue,96.71,47.38,1,,5G,0
BEN-1583,2025-09-22,Glo,Benin City,Delta,87.84,175.1,4,equipment_fault,4G,284
IBA-5978,2025-10-01,Airtel,Ibadan,Kwara,90.78,132.77,2,power_failure,4G,382
KAN-5802,2025-09-02,Airtel,Kano,Rivers,88.52,165.31,4,maintenance,4G,209
ABU-5781,2025-09-13,Glo,Abuja,Jigawa,96.98,43.49,0,,4G,0
ABU-3979,2025-09-14,Glo,Abuja,Nasarawa,94.74,75.74,5,fiber_cut,4G,135
ABE-8732,2025-09-17,Airtel,Abeokuta,Jigawa,95.43,65.81,3,,3G,0
POR-7654,2025-09-02,9mobile,Port Harcourt,Borno,98.83,16.85,3,,3G,0
POR-7521,2025-09-04,9mobile,Port Harcourt,Kano,97.31,38.74,3,,3G,0
ILO-3472,2025-09-02,MTN,Ilorin,Gombe,94.32,81.79,3,equipment_fault,3G,355
WAR-2630,2025-09-13,9mobile,Warri,Adamawa,88.61,164.02,3,weather,3G,460
LAG-4058,2025-09-28,Airtel,Lagos,Katsina,94.11,84.82,5,maintenance,4G,215
KAN-1391,2025-09-04,Airtel,Kano,Ondo,92.83,103.25,4,power_failure,4G,335
WAR-5228,2025-09-16,Glo,Warri,Enugu,98.7,18.72,0,,3G,0
ABA-6837,2025-09-05,Glo,Aba,Ogun,92.47,108.43,0,maintenance,2G,277
KAD-6725,2025-10-01,9mobile,Kaduna,Imo,88.07,171.79,3,equipment_fault,4G,150
ILO-6087,2025-09-18,MTN,Ilorin,Bayelsa,89.0,158.4,1,power_failure,3G,370
KAD-1251,2025-09-18,Glo,Kaduna,Gombe,98.62,19.87,5,,4G,0
BEN-8193,2025-09-14,Glo,Benin City,Nasarawa,97.91,30.1,3,,3G,0
WAR-6704,2025-09-03,Airtel,Warri,Kaduna,87.95,173.52,2,power_failure,3G,336
IBA-1749,2025-09-18,9mobile,Ibadan,Ekiti,99.47,7.63,0,,3G,0
BEN-5059,2025-09-09,9mobile,Benin City,Adamawa,98.12,27.07,5,,4G,0
CAL-5405,2025-09-05,Glo,Calabar,Delta,99.44,8.06,0,,3G,0
BEN-5340,2025-09-14,9mobile,Benin City,Benue,97.07,42.19,0,,4G,0
BEN-6621,2025-09-11,Glo,Benin City,Kaduna,96.53,49.97,5,,3G,0
POR-6355,2025-09-23,Glo,Port Harcourt,Lagos,88.51,165.46,5,power_failure,2G,299
ENU-9477,2025-09-28,9mobile,Enugu,Niger,94.79,75.02,2,power_failure,3G,350
ONI-8168,2025-09-12,Glo,Onitsha,Ogun,86.69,191.66,2,power_failure,4G,246
ILO-1635,2025-09-15,Airtel,Ilorin,Abia,99.03,13.97,0,,4G,0
LAG-8715,2025-09-03,9mobile,Lagos,Rivers,89.52,150.91,1,maintenance,4G,290
ENU-3968,2025-09-29,MTN,Enugu,Yobe,99.11,12.82,0,,4G,0
KAD-6406,2025-09-20,Airtel,Kaduna,Bauchi,93.67,91.15,1,maintenance,4G,239
LAG-6365,2025-09-25,MTN,Lagos,Edo,92.85,102.96,5,power_failure,4G,459
ABA-5155,2025-09-28,Airtel,Aba,Kogi,86.24,198.14,5,weather,4G,420
IBA-5594,2025-09-11,Airtel,Ibadan,Borno,87.8,175.68,2,equipment_fault,3G,295
WAR-7067,2025-09-14,Glo,Warri,Ogun,99.66,4.9,0,,3G,0
POR-9179,2025-09-23,Airtel,Port Harcourt,Kebbi,96.13,55.73,4,,2G,0
WAR-8499,2025-09-19,9mobile,Warri,Yobe,94.23,83.09,1,power_failure,5G,172
LAG-4185,2025-09-11,Glo,Lagos,Yobe,92.56,107.14,0,equipment_fault,3G,306
ABE-2271,2025-09-02,Glo,Abeokuta,Kebbi,88.92,159.55,5,power_failure,2G,308
ONI-3009,2025-09-25,Airtel,Onitsha,Kano,93.25,97.2,1,weather,4G,123
BEN-3165,2025-09-08,Airtel,Benin City,Sokoto,88.53,165.17,3,power_failure,4G,183
KAN-7496,2025-09-28,Glo,Kano,Akwa Ibom,95.73,61.49,5,,3G,0
ONI-9339,2025-09-15,Glo,Onitsha,Jigawa,98.66,19.3,0,,3G,0
WAR-5406,2025-09-07,Glo,Warri,Zamfara,92.56,107.14,5,power_failure,4G,57
ABA-4512,2025-10-01,Glo,Aba,Kano,91.97,115.63,2,equipment_fault,3G,142
ABA-3397,2025-09-11,Glo,Aba,Gombe,88.3,168.48,5,power_failure,3G,170
CAL-6256,2025-09-17,Airtel,Calabar,Kebbi,94.03,85.97,4,equipment_fault,4G,132
IBA-8495,2025-09-15,9mobile,Ibadan,Borno,88.09,171.5,4,power_failure,4G,215
BEN-3130,2025-10-01,Airtel,Benin City,Bauchi,88.69,162.86,5,equipment_fault,4G,480
KAN-7600,2025-09-19,Airtel,Kano,Kaduna,99.56,6.34,0,,4G,0
POR-6224,2025-09-19,9mobile,Port Harcourt,Ondo,99.7,4.32,0,,3G,0
ILO-4110,2025-09-30,Airtel,Ilorin,Bayelsa,88.77,161.71,1,equipment_fault,4G,368
ABE-2562,2025-09-22,Glo,Abeokuta,Jigawa,93.45,94.32,4,fiber_cut,5G,101
BEN-9140,2025-09-25,9mobile,Benin City,Benue,95.4,66.24,3,,3G,0
LAG-6209,2025-09-04,Airtel,Lagos,Nasarawa,85.29,211.82,4,power_failure,4G,204
ILO-9591,2025-09-06,9mobile,Ilorin,Kaduna,99.03,13.97,0,,4G,0
ABE-9973,2025-09-06,Airtel,Abeokuta,Kwara,94.43,80.21,3,equipment_fault,3G,145
WAR-9141,2025-09-27,9mobile,Warri,Plateau,89.61,149.62,4,fiber_cut,4G,352
KAD-8994,2025-09-30,Glo,Kaduna,Abia,94.03,85.97,5,power_failure,4G,376
WAR-7575,2025-09-05,MTN,Warri,Yobe,87.22,184.03,0,equipment_fault,4G,330
IBA-9038,2025-09-05,MTN,Ibadan,Abia,97.45,36.72,5,,4G,0
BEN-1244,2025-09-01,Airtel,Benin City,Jigawa,94.44,80.06,5,equipment_fault,4G,228
ENU-3156,2025-09-20,Airtel,Enugu,Osun,86.88,188.93,3,fiber_cut,4G,175
ABU-1132,2025-09-28,9mobile,Abuja,Ekiti,98.89,15.98,2,,4G,0
POR-6197,2025-09-02,Glo,Port Harcourt,Akwa Ibom,91.98,115.49,5,equipment_fault,3G,174
POR-8722,2025-09-06,Airtel,Port Harcourt,Oyo,85.69,206.06,1,power_failure,3G,138
ABU-4551,2025-09-07,MTN,Abuja,Delta,93.88,88.13,1,power_failure,4G,359
KAN-2412,2025-09-18,MTN,Kano,Cross River,94.61,77.62,2,equipment_fault,3G,52
JOS-5869,2025-09-12,MTN,Jos,Rivers,89.21,155.38,3,maintenance,4G,356
LAG-4508,2025-09-18,Glo,Lagos,Kogi,90.81,132.34,3,power_failure,4G,445
LAG-4013,2025-09-06,Airtel,Lagos,Akwa Ibom,91.19,126.86,4,weather,4G,192
BEN-9538,2025-09-07,9mobile,Benin City,Ebonyi,89.45,151.92,4,maintenance,4G,418
LAG-7628,2025-09-15,MTN,Lagos,Ogun,90.77,132.91,5,power_failure,4G,214
WAR-7839,2025-09-10,Glo,Warri,Edo,88.64,163.58,4,weather,3G,94
WAR-6816,2025-10-01,Airtel,Warri,Borno,90.8,132.48,0,equipment_fault,4G,370
JOS-3662,2025-09-19,9mobile,Jos,Kebbi,99.09,13.1,0,,3G,0
ILO-7585,2025-09-23,Airtel,Ilorin,Zamfara,99.87,1.87,0,,3G,0
ABA-7451,2025-09-03,Airtel,Aba,Bauchi,93.76,89.86,2,equipment_fault,3G,360
POR-8849,2025-09-09,9mobile,Port Harcourt,Oyo,97.0,43.2,0,,4G,0
BEN-3832,2025-09-13,MTN,Benin City,Ekiti,86.67,191.95,0,maintenance,4G,201
LAG-6787,2025-09-12,9mobile,Lagos,Delta,88.11,171.22,0,power_failure,4G,396
ABU-9109,2025-09-01,MTN,Abuja,Kogi,91.97,115.63,5,power_failure,4G,434
CAL-5464,2025-09-30,9mobile,Calabar,Imo,96.94,44.06,1,,4G,0
KAN-8457,2025-09-15,Airtel,Kano,Ebonyi,87.6,178.56,5,equipment_fault,4G,452
LAG-6480,2025-09-21,9mobile,Lagos,Ekiti,90.3,139.68,0,weather,3G,125
KAN-9435,2025-09-05,9mobile,Kano,Kano,85.91,202.9,2,power_failure,4G,388
ABU-2563,2025-09-21,Glo,Abuja,Delta,89.9,145.44,2,equipment_fault,5G,285
BEN-4226,2025-09-15,Glo,Benin City,Zamfara,94.73,75.89,5,power_failure,3G,357
BEN-7782,2025-09-01,9mobile,Benin City,Kwara,95.42,65.95,0,,4G,0
BEN-2382,2025-09-16,Glo,Benin City,Benue,87.06,186.34,4,equipment_fault,4G,483
KAN-8846,2025-09-20,Glo,Kano,Kano,85.31,211.54,0,power_failure,4G,293
